precision_bits,layer_name,mae,rmse,cosine_similarity,kl_divergence
10,model.layers.11.self_attn.o_proj.output,0.001158383907750249,0.001979225315153599,0.9993047118186951,2.1177023882046342e-05
10,model.layers.11.self_attn.output,0.001158383907750249,0.001979225315153599,0.9993047118186951,2.1177023882046342e-05
10,model.layers.11.self_attn.q_norm.input,0.01831779256463051,0.025056350976228714,0.9994597434997559,0.0723365843296051
10,model.layers.11.self_attn.q_norm.output,0.040654029697179794,0.05435529723763466,0.9991398453712463,0.10569456964731216
10,model.layers.11.self_attn.q_proj.input,0.04397406801581383,0.05907751992344856,0.998692512512207,0.02217734605073929
10,model.layers.11.self_attn.q_proj.output,0.029552791267633438,0.041022926568984985,0.9998088479042053,0.01855948194861412
10,model.layers.11.self_attn.v_proj.input,0.04397406801581383,0.05907751992344856,0.998692512512207,0.02217734605073929
10,model.layers.11.self_attn.v_proj.output,0.023814236745238304,0.03273170068860054,0.9987229704856873,0.00530247762799263
10,model.layers.12.input,0.003961939364671707,0.005655877757817507,0.9980728626251221,0.00015476852422580123
10,model.layers.12.input_layernorm.input,0.003961939364671707,0.005655877757817507,0.9980728626251221,0.00015476852422580123
10,model.layers.12.input_layernorm.output,0.062491483986377716,0.08382470905780792,0.9982762336730957,0.046498946845531464
10,model.layers.12.linear_attn.conv1d.input,0.04123428091406822,0.058990079909563065,0.999431848526001,5.888883590698242
10,model.layers.12.linear_attn.conv1d.output,0.00920774694532156,0.027057187631726265,0.9996415376663208,0.585569441318512
10,model.layers.12.linear_attn.in_proj_a.input,0.062491483986377716,0.08382470905780792,0.9982762336730957,0.046498946845531464
10,model.layers.12.linear_attn.in_proj_a.output,0.0636013001203537,0.0811506137251854,0.9994988441467285,0.012665695510804653
10,model.layers.12.linear_attn.in_proj_b.input,0.062491483986377716,0.08382470905780792,0.9982762336730957,0.046498946845531464
10,model.layers.12.linear_attn.in_proj_b.output,0.03570103645324707,0.04811595752835274,0.9995157718658447,0.00607867119833827
10,model.layers.12.linear_attn.in_proj_qkv.input,0.062491483986377716,0.08382470905780792,0.9982762336730957,0.046498946845531464
10,model.layers.12.linear_attn.in_proj_qkv.output,0.04123428091406822,0.058990079909563065,0.9994311928749084,0.036662016063928604
10,model.layers.12.linear_attn.in_proj_z.input,0.062491483986377716,0.08382470905780792,0.9982762336730957,0.046498946845531464
10,model.layers.12.linear_attn.in_proj_z.output,0.035096459090709686,0.04992334917187691,0.9996770620346069,0.0075115785002708435
10,model.layers.12.linear_attn.norm.input,2.4766535716480576e-05,0.00024261638463940471,0.9997974038124084,2.7136730196275494e-08
10,model.layers.12.linear_attn.norm.output,0.0015707757556810975,0.004289361648261547,0.9971044063568115,9.936191418091767e-06
10,model.layers.12.linear_attn.out_proj.input,0.0015707757556810975,0.004289361648261547,0.9971044063568115,0.00010062134242616594
10,model.layers.12.linear_attn.out_proj.output,0.0010457815369591117,0.0014756263699382544,0.9970454573631287,1.0282850780640729e-05
10,model.layers.12.linear_attn.output,0.0010457815369591117,0.0014756263699382544,0.9970454573631287,1.0282850780640729e-05
10,model.layers.12.mlp.act_fn.input,0.018985623493790627,0.02668355591595173,0.9993485808372498,0.0035276522394269705
10,model.layers.12.mlp.act_fn.output,0.006317637860774994,0.01074759941548109,0.9988753199577332,0.0011810276191681623
10,model.layers.12.mlp.down_proj.input,0.0028293796349316835,0.004621907602995634,0.9963003993034363,0.0001093095779651776
10,model.layers.12.mlp.down_proj.output,0.0017139747506007552,0.0022777558770030737,0.996114194393158,2.669352397788316e-05
10,model.layers.12.mlp.gate_proj.input,0.04699854552745819,0.06281778961420059,0.9982624053955078,0.041553206741809845
10,model.layers.12.mlp.gate_proj.output,0.018985623493790627,0.02668355591595173,0.9993485808372498,0.0035276522394269705
10,model.layers.12.mlp.input,0.04699854552745819,0.06281778961420059,0.9982624053955078,0.041553206741809845
10,model.layers.12.mlp.output,0.0017139747506007552,0.0022777558770030737,0.996114194393158,2.669352397788316e-05
10,model.layers.12.mlp.up_proj.input,0.04699854552745819,0.06281778961420059,0.9982624053955078,0.041553206741809845
